Brand,Model,Variant,CC,Fuel_Type,Price_in_lakh,Transmission,Mileage_kmpl/kmkg(cng),Bhp,Rating,Value_Score
Honda,Amaze 2nd Gen,S 1.2 MT,1199,Petrol,7.6,Manual,18.6,89,4.3,217.8157895
Honda,Amaze 2nd Gen,S 1.2 MT 2024,1199,Petrol,7.66,Manual,18.6,89,4.3,216.1096606
Honda,Amaze 2nd Gen,S 1.2 CVT,1199,Petrol,8.5,Automatic (CVT),18.3,89,4.3,191.6117647
Honda,Amaze 2nd Gen,S 1.2 CVT 2024,1199,Petrol,8.56,Automatic (CVT),18.3,89,4.3,190.2686916
Honda,Amaze 2nd Gen,VX 1.2 MT,1199,Petrol,9.02,Manual,18.6,89,4.3,183.5254989
Honda,Amaze 2nd Gen,VX 1.2 MT 2024,1199,Petrol,9.07,Manual,18.6,89,4.3,182.5137817
Honda,Amaze 2nd Gen,Elite Edition MT,1199,Petrol,9.17,Manual,18.6,89,4.3,180.523446
Honda,Amaze 2nd Gen,VX 1.2 CVT,1199,Petrol,9.84,Automatic (CVT),18.3,89,4.3,165.5182927
Honda,Amaze 2nd Gen,VX 1.2 CVT 2024,1199,Petrol,9.89,Automatic (CVT),18.3,89,4.3,164.6814965
Honda,Amaze 2nd Gen,Elite Edition CVT,1199,Petrol,9.99,Automatic (CVT),18.3,89,4.3,163.033033
